item_id,mean_rating,n_reviews,category,product_name,description,price
5396,4.0588235294117645,17,Camera & Photo,Action Camera 4K Waterproof (Model 702),"Action Camera 4K Waterproof. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.1 out of 5 from 17 verified customer reviews.",189.4
6192,4.545691906005222,383,Portable Audio & Video,CD Player Portable (Model 177),"CD Player Portable. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 4.5 out of 5 from 383 verified customer reviews.",243.12
3441,4.426699426699427,1221,Accessories & Supplies,Fast Charging Cable USB-C (Model 451),Fast Charging Cable USB-C. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.4 out of 5 from 1221 verified customer reviews.,228.12
6796,3.111111111111111,18,Headphones,Wireless Noise-Cancelling Headphones (Model 020),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.1 out of 5 from 18 verified customer reviews.",88.05
3979,4.555555555555555,99,Camera & Photo,Remote Shutter Release (Model 989),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.6 out of 5 from 99 verified customer reviews.",247.38
1780,3.631501291036518,2711,Computers & Accessories,Laptop Stand Adjustable (Model 779),"Laptop Stand Adjustable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.6 out of 5 from 2711 verified customer reviews.",164.64
6562,4.512035010940919,457,Computers & Accessories,Portable SSD 1TB (Model 684),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 457 verified customer reviews.",230.13
4157,2.8,5,Television & Video,Soundbar with Subwoofer (Model 869),Soundbar with Subwoofer. Home entertainment device delivering high-definition video and audio. Simple setup with universal compatibility. Rated 2.8 out of 5 from 5 verified customer reviews.,221.74
8039,3.590909090909091,110,Computers & Accessories,Portable SSD 1TB (Model 804),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.6 out of 5 from 110 verified customer reviews.",120.87
2316,4.4523809523809526,126,Computers & Accessories,HDMI to DisplayPort Cable (Model 606),"HDMI to DisplayPort Cable. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 126 verified customer reviews.",93.25
7758,3.707641196013289,301,Car Electronics & GPS,OBD2 Diagnostic Scanner (Model 063),OBD2 Diagnostic Scanner. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 3.7 out of 5 from 301 verified customer reviews.,105.06
1247,5.0,5,Camera & Photo,Ring Light for Photography (Model 727),"Ring Light for Photography. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 5.0 out of 5 from 5 verified customer reviews.",163.29
9026,5.0,12,Computers & Accessories,USB 3.0 External Hard Drive (Model 395),"USB 3.0 External Hard Drive. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 5.0 out of 5 from 12 verified customer reviews.",239.51
7319,2.4693877551020407,49,Headphones,In-Ear Wired Earbuds (Model 572),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 2.5 out of 5 from 49 verified customer reviews.",209.88
7223,3.25,12,Camera & Photo,Camera Tripod Flexible (Model 053),"Camera Tripod Flexible. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.2 out of 5 from 12 verified customer reviews.",55.11
8649,3.8823529411764706,17,Headphones,Wireless Noise-Cancelling Headphones (Model 780),"Wireless Noise-Cancelling Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.9 out of 5 from 17 verified customer reviews.",162.83
4651,3.7450980392156863,51,Camera & Photo,DSLR Camera Kit for Beginners (Model 751),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 51 verified customer reviews.",142.57
1372,4.482769522605122,3163,Headphones,Studio Monitor Headphones (Model 024),"Studio Monitor Headphones. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 4.5 out of 5 from 3163 verified customer reviews.",115.55
1740,4.462269424259363,1789,Camera & Photo,Remote Shutter Release (Model 389),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.5 out of 5 from 1789 verified customer reviews.",95.31
3437,4.75,20,Accessories & Supplies,Anti-Static Wrist Strap (Model 894),Anti-Static Wrist Strap. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.8 out of 5 from 20 verified customer reviews.,142.08
2057,4.375,216,Accessories & Supplies,Surge Protector Power Strip (Model 839),Surge Protector Power Strip. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.4 out of 5 from 216 verified customer reviews.,254.49
7429,4.456140350877193,285,Computers & Accessories,Laptop Sleeve 15 inch (Model 057),"Laptop Sleeve 15 inch. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.5 out of 5 from 285 verified customer reviews.",134.87
8940,4.333333333333333,6,Camera & Photo,DSLR Camera Kit for Beginners (Model 061),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 6 verified customer reviews.",171.16
7104,3.4285714285714284,21,Headphones,In-Ear Wired Earbuds (Model 052),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.4 out of 5 from 21 verified customer reviews.",193.52
7153,4.181818181818182,11,Computers & Accessories,Mechanical Gaming Keyboard (Model 081),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.2 out of 5 from 11 verified customer reviews.",138.64
586,4.743589743589744,39,Car Electronics & GPS,Tyre Pressure Monitor (Model 677),Tyre Pressure Monitor. In-car electronics device with easy installation and reliable performance. Compatible with most vehicle models. Rated 4.7 out of 5 from 39 verified customer reviews.,265.65
2446,4.639455782312925,147,Accessories & Supplies,Smartphone Stand Desk (Model 146),Smartphone Stand Desk. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.6 out of 5 from 147 verified customer reviews.,262.27
3720,4.714285714285714,7,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 440),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 7 verified customer reviews.",124.81
8093,2.6,5,Computers & Accessories,Mechanical Gaming Keyboard (Model 611),"Mechanical Gaming Keyboard. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 2.6 out of 5 from 5 verified customer reviews.",140.96
6408,4.469565217391304,115,Accessories & Supplies,Universal Power Bank 20000mAh (Model 542),Universal Power Bank 20000mAh. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.5 out of 5 from 115 verified customer reviews.,130.71
9191,4.806818181818182,88,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 970),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.8 out of 5 from 88 verified customer reviews.",132.65
2678,4.71280276816609,289,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 070),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.7 out of 5 from 289 verified customer reviews.",82.88
765,4.124293785310734,531,Accessories & Supplies,Microfibre Cleaning Cloth Set (Model 497),Microfibre Cleaning Cloth Set. Reliable everyday electronics accessory. Durable construction with universal compatibility for all devices. Rated 4.1 out of 5 from 531 verified customer reviews.,185.73
3282,4.268361581920904,354,Computers & Accessories,Wireless Ergonomic Mouse (Model 662),"Wireless Ergonomic Mouse. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.3 out of 5 from 354 verified customer reviews.",167.05
1746,4.25,16,Computers & Accessories,USB-C Hub 7-in-1 Adapter (Model 250),"USB-C Hub 7-in-1 Adapter. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 4.2 out of 5 from 16 verified customer reviews.",78.79
6119,3.272727272727273,33,Portable Audio & Video,FM Radio Portable Digital (Model 361),"FM Radio Portable Digital. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.3 out of 5 from 33 verified customer reviews.",108.43
5103,3.1666666666666665,18,Headphones,In-Ear Wired Earbuds (Model 092),"In-Ear Wired Earbuds. Premium audio device with advanced sound technology, comfortable design, and long battery life. Ideal for music, commuting, and calls. Rated 3.2 out of 5 from 18 verified customer reviews.",229.61
0,3.542372881355932,118,Portable Audio & Video,DAB Radio Bedside (Model 648),"DAB Radio Bedside. Compact portable device with crystal-clear audio and easy connectivity. Perfect for home, travel, and outdoor use. Rated 3.5 out of 5 from 118 verified customer reviews.",104.85
6726,3.731064237775647,2086,Camera & Photo,Remote Shutter Release (Model 559),"Remote Shutter Release. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 3.7 out of 5 from 2086 verified customer reviews.",89.22
1569,4.333333333333333,6,Camera & Photo,DSLR Camera Kit for Beginners (Model 931),"DSLR Camera Kit for Beginners. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 6 verified customer reviews.",165.44
6149,3.0,17,Computers & Accessories,Portable SSD 1TB (Model 104),"Portable SSD 1TB. High-quality computer accessory compatible with Windows, Mac, and Linux. Plug-and-play setup with no drivers required. Rated 3.0 out of 5 from 17 verified customer reviews.",242.2
1144,4.277777777777778,18,Camera & Photo,Camera Memory Card 128GB (Model 484),"Camera Memory Card 128GB. Professional-grade imaging device for photography and video. Compact, lightweight, with intuitive controls for all skill levels. Rated 4.3 out of 5 from 18 verified customer reviews.",116.37
